,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
25137,910424256733197932,Oceanview Condo 176,52900042,Rachel,2016-01-01,"Ocean & garden views from the well outfitted Lanai. Completely remodeled from top to bottom. Bedroom features King bed and built in closet. Full kitchen has been upgraded with top of the line appliances, new cabinets and granite counter tops.  Living room and dining room area is very spacious. This unit is it equipped with a split AC unit in the living room and bedroom. Stay cool and comfortable in your home away from home. Sit back and relax in this calm, stylish space.",within a day,100%,86%,f,Wailea,2.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Garden view"", ""Cooking basics"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Smart lock"", ""Conditioner"", ""Free parking on premises"", ""Shower gel"", ""Smoke alarm"", ""Dining table"", ""Safe"", ""Body soap"", ""Fire extinguisher"", ""AC - split type ductless system"", ""Hair dryer"", ""Stainless steel oven"", ""Long term stays allowed"", ""Refrigerator"", ""Extra pillows and blankets"", ""Hot water"", ""Essentials"", ""Dishwasher"", ""Ocean view"", ""Outdoor shower"", ""Blender"", ""Bed linens"", ""Free dryer \u2013 In unit"", ""Iron"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Microwave"", ""Outdoor furniture"", ""Heating - split type ductless system"", ""Toaster"", ""Self check-in"", ""TV"", ""Cleaning products"", ""Hangers"", ""Clothing storage: closet, wardrobe, and dresser"", ""Coffee"", ""Pool"", ""Free washer \u2013 In unit"", ""First aid kit"", ""Ceiling fan"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony""]",$280.00,3,365,3,365,3.0,365.0,18,31,61,286,6,2024-01-22,2,30,8400.0,5.0,4.83,4.83,5.0,4.83,5.0,4.83,f,0.43,"390040840075, TA-166-699-0080-01"
25158,913692958866610580,Kauai Coast at the Beachboy 1Bed,468881737,Evan,2022-07-11,You'll have a great time at this comfortable place to stay.,within a day,98%,10%,t,Frydendal,251.0,['phone'],t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Wifi"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Hair dryer"", ""Fire pit"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$220.00,3,365,3,365,3.0,365.0,30,60,70,70,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25160,913695365326182554,Kauai Coast at the Beachboy 1Bed,468881737,Evan,2022-07-11,You'll have a great time at this comfortable place to stay.,within a day,98%,10%,t,Frydendal,251.0,['phone'],t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,4,,1.0,,"[""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Iron"", ""Washer"", ""TV"", ""First aid kit"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit""]",,3,365,3,365,3.0,365.0,30,51,63,63,0,,0,0,,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25162,913696143778210909,Kauai Coast at the Beachboy 1Bdr,468881737,Evan,2022-07-11,You'll have a great time at this comfortable place to stay.,within a day,98%,10%,t,Frydendal,251.0,['phone'],t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,4,,1.0,,"[""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Iron"", ""Washer"", ""TV"", ""First aid kit"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit""]",,3,365,3,365,3.0,365.0,30,60,72,72,0,,0,0,,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25163,913697738818961189,Kauai Coast at the Beachboy 2Bdr,468881737,Evan,2022-07-11,You'll have a great time at this comfortable place to stay.,within a day,98%,10%,t,Frydendal,251.0,['phone'],t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Iron"", ""Washer"", ""TV"", ""First aid kit"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit""]",$319.00,2,365,2,365,2.0,365.0,30,60,74,74,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25165,913699192235131400,Kauai Coast at the Beachboy 2Bdr,468881737,Evan,2022-07-11,You'll have a great time at this comfortable place to stay.,within a day,98%,10%,t,Frydendal,251.0,['phone'],t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Iron"", ""Washer"", ""TV"", ""First aid kit"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit""]",$335.00,2,365,2,365,2.0,365.0,27,57,71,71,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25169,911260604093519150,ここは究極の楽園。オーシャンビューでハワイアンブルーの海と空を眺め、ゆっくり時が流れる癒しスポット。,495606868,均,2023-01-11,"Marriott Ko Olina Beach Club is an elegant resort hotel located in a spacious corner of the 50-mile Tokyo Dome, about 27 kilometers west of the airport, about 30-40 minutes by car (except during rush hours in the morning and evening), and surrounded by beautiful nature in western Oahu.The resort is also within walking distance of the Four Seasons, Disney Resort's other prestigious Ko Olina Golf Clubs and shopping and drinking establishments.Fully furnished with four calm, clear lagons and three pools.It is the ultimate healing spot where you can relax and enjoy the precious time with your family and friends while watching the bright Hawaiian blue sea and sky.",within a day,50%,50%,f,,1.0,"['email', 'phone']",t,t,Ewa,Honolulu,Room in hotel,Private room,8,2.0,2.0,4.0,"[""Sun loungers"", ""Pets allowed"", ""Safe"", ""Dining table"", ""Shared sauna"", ""Cleaning available during stay"", ""Hot tub"", ""Beach access \u2013 Beachfront"", ""Building staff"", ""Toaster"", ""Microwave"", ""Private living room"", ""High chair"", ""Waterfront"", ""Cooking basics"", ""Dedicated workspace"", ""Rice maker"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Smoke alarm"", ""Clothing storage: closet and wardrobe"", ""Park view"", ""Coffee maker"", ""Pool table"", ""Luggage dropoff allowed"", ""Hot water"", ""Pool view"", ""Iron"", ""Private patio or balcony"", ""Oven"", ""TV"", ""Fire extinguisher"", ""Backyard"", ""Ceiling fan"", ""Bed linens"", ""Carbon monoxide alarm"", ""Dryer"", ""Smoking allowed"", ""Central air conditioning"", ""Beach essentials"", ""Coffee"", ""Self check-in"", ""Freezer"", ""Hair dryer"", ""BBQ grill"", ""Private entrance"", ""Essentials"", ""Outdoor shower"", ""Barbecue utensils"", ""Electric stove"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Ocean view"", ""Beach view"", ""Dishes and silverware"", ""Ping pong table"", ""Free parking on premises"", ""Hangers"", ""Room-darkening shades"", ""Conditioner"", ""Bathtub"", ""Shared gym in building"", ""Dishwasher"", ""Pool"", ""Outdoor furniture"", ""Wifi"", ""Outdoor kitchen"", ""Paid parking on premises"", ""Refrigerator"", ""Sea view"", ""Wine glasses"", ""Marina view"", ""Kitchen"", ""Body soap"", ""Elevator"", ""Washer"", ""Outdoor playground"", ""Exercise equipment"", ""Shampoo"", ""Blender"", ""Courtyard view"", ""Exterior security cameras on property""]","$1,300.00",7,7,1,7,6.1,7.0,17,47,77,349,1,2024-08-17,1,14,18200.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.15,"910570130000, TA-070-692-2496-03"
25171,911517801598308449,"Ekahi 24C, Escape to Paradise with Style! Sleeps 6",519404607,Jannet,2023-06-11,"Our  newly renovated and spacious  2 bedroom 2 bathroom condo accommodates up to 6 guests. Suite with a walk in shower,  King bed. and a  private patio for some reading and an afternoon nap. <br />Our second bedroom has 2 regular twin beds and a bunk bed. You can accommodate your kids, friends or a couple with kids, as we can turn the twins into a Regular King. <br />Air conditioning in all rooms. Beautiful manicured landscaping village. <br /><br /><br />This unit can be rented as a 1 Bed/1 bath (please ask a quote)",within a day,80%,100%,f,Wailea,1.0,"['email', 'phone']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,6,2.0,2.0,6.0,"[""Drying rack for clothing"", ""Garden view"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Keypad"", ""Dishes and silverware"", ""Courtyard view"", ""Kitchen"", ""Exterior security cameras on property"", ""Clothing storage: closet and dresser"", ""Conditioner"", ""Resort view"", ""Coffee maker: drip coffee maker, french press, Nespresso"", ""Free parking on premises"", ""Smoke alarm"", ""Dining table"", ""Washer"", ""Safe"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Mountain view"", ""Refrigerator"", ""Air conditioning"", ""Rice maker"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Beach essentials"", ""Beach view"", ""Blender"", ""Bed linens"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Iron"", ""Freezer"", ""Shared pool"", ""Pool view"", ""Microwave"", ""Toaster"", ""Self check-in"", ""Room-darkening shades"", ""TV"", ""Cleaning products"", ""Hangers"", ""Books and reading material"", ""Backyard"", ""Oven"", ""Baking sheet"", ""First aid kit"", ""Ceiling fan"", ""Wine glasses"", ""Shampoo"", ""Private patio or balcony""]",$519.00,1,365,1,1125,1.0,1125.0,4,24,39,208,5,2023-11-13,3,24,12456.0,5.0,5.0,5.0,4.8,4.8,4.8,5.0,f,0.31,"2210080600039, TA-205-769-7792-01"
25182,913788769769142076,"Kauai Beach Villas 1 Bedroom, full kitchen",457152913,Todd,2022-05-02,Forget your worries in this spacious and serene space.,within a day,88%,51%,t,Frenchman's Bay,329.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Heating"", ""Hair dryer"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Washer"", ""TV"", ""First aid kit"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$172.00,2,14,2,60,3.0,16.2,28,47,49,49,3,2024-04-05,2,18,3096.0,4.67,4.67,4.0,5.0,5.0,5.0,4.67,f,0.26,"430020140000, TA-212-767-6828-01"
25192,913844946460173430,"Kona Hawaiian Resort 2 Bedroom, full kitchen",457152913,Todd,2022-05-02,Bring the whole family to this great place with lots of room for fun.,within a day,88%,51%,t,Frenchman's Bay,329.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Building staff"", ""Shared hot tub"", ""Kitchen"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Iron"", ""Dishes and silverware"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Exercise equipment"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$275.00,2,14,2,14,2.2,12.0,18,48,70,70,4,2023-07-15,2,12,3300.0,4.5,4.75,3.75,5.0,4.75,4.5,4.5,f,0.2,
25200,912653201420850051,Apartment above the crowds,24716229,Dan & Mieko,2014-12-11,"Relax and enjoy this upcountry one-bedroom apartment (ohana) in a large luxury home in the Holualoa coffee belt. We are at the cool elevation of sixteen hundred feet where we need no heating or ac. This apartment has a beautiful view of Kailua-Kona and year-round sunset views. The bedroom has a king bed with memory foam mattress. We have a fully equipped kitchen, a nice dining/living area all surrounded by the lush nature of the Holualoa countryside.",within a day,100%,75%,f,Kailua/Kona,4.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Coffee maker: drip coffee maker"", ""Sun loungers"", ""Hair dryer"", ""Convection/Microwave  stainless steel single oven"", ""Safe"", ""Dining table"", ""Host greets you"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Clothing storage: closet and dresser"", ""Barbecue utensils"", ""Shared hot tub"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Microwave"", ""Beach view"", ""Private patio or balcony"", ""Dishes and silverware"", ""Free parking on premises \u2013 1 space"", ""Long term stays allowed"", ""First aid kit"", ""Cooking basics"", ""Bay view"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Shampoo"", ""Backyard"", ""Blender"", ""Induction stove"", ""Ceiling fan"", ""Exterior security cameras on property"", ""Bed linens"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Mini fridge"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""65 inch HDTV with Amazon Prime Video, Hulu, Netflix"", ""Harbor view"", ""Beach essentials"", ""Room-darkening shades""]",$100.00,28,120,28,120,28.0,120.0,0,0,0,0,3,2024-02-07,3,112,11200.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.22,
25202,912855418755980045,Ka-Eo-Kai Resort Studio,457152913,Todd,2022-05-02,Take it easy at this unique and tranquil getaway.,within a day,88%,51%,t,Frenchman's Bay,329.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Wifi"", ""Shared pool"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Building staff"", ""Shared hot tub"", ""Iron"", ""TV"", ""First aid kit"", ""Fire extinguisher"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$112.00,2,60,2,60,2.9,54.0,18,40,50,50,3,2023-09-10,2,12,1344.0,4.67,5.0,5.0,5.0,4.67,5.0,4.67,f,0.16,"540050050000, TA-212-767-6828-01"
25225,913050044843448803,Bali Hai Resort 1 Bedroom w/ full kitchen,457152913,Todd,2022-05-02,Forget your worries in this spacious and serene space.,within a day,88%,51%,t,Frenchman's Bay,329.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Heating"", ""Hair dryer"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Building staff"", ""Shared hot tub"", ""Kitchen"", ""Cleaning products"", ""Iron"", ""Dishes and silverware"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Gym"", ""Self check-in""]",$165.00,2,60,2,60,2.0,60.0,0,0,0,0,11,2023-09-24,7,30,4950.0,4.91,4.73,4.82,4.64,4.73,4.55,4.82,f,0.61,"540050360000, TA-212-767-6828-01"
25226,913072727669496846,Kauai Beach Villas 1 Bedroom Deluxe,457152913,Todd,2022-05-02,Forget your worries in this spacious and serene space.,within a day,88%,51%,t,Frenchman's Bay,329.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Coffee maker"", ""Heating"", ""Hair dryer"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Washer"", ""TV"", ""First aid kit"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$168.00,2,14,2,14,2.0,14.0,24,50,59,59,1,2025-01-10,0,6,1008.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.53,"430020140000, TA-212-767-6828-01"
25243,913158297380903364,"Kauai Beach Villas 2 Bedroom, full kitchen",457152913,Todd,2022-05-02,Forget your worries in this spacious and serene space.,within a day,88%,51%,t,Frenchman's Bay,329.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Outdoor dining area"", ""Iron"", ""Dishes and silverware"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""AC - split type ductless system"", ""Fire extinguisher"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$339.00,2,60,2,60,2.0,60.0,30,60,90,90,1,2024-07-23,1,6,2034.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.13,"430020140000, TA-212-767-6828-01"
25247,913253016075639799,Makai Club Resort 1 Bedroom.,468881737,Evan,2022-07-11,You'll have a great time at this comfortable place to stay.,within a day,98%,10%,t,Frydendal,251.0,['phone'],t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Pack \u2019n play/Travel crib"", ""Washer"", ""Essentials"", ""Hot water"", ""TV"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Shampoo"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Iron"", ""Hot tub""]",$200.00,2,365,2,365,2.0,365.0,30,60,75,75,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25248,913255801765319020,Makai Club Resort 1 Bedroom,468881737,Evan,2022-07-11,You'll have a great time at this comfortable place to stay.,within a day,98%,10%,t,Frydendal,251.0,['phone'],t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Hot water"", ""Essentials"", ""Hangers"", ""TV"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""BBQ grill"", ""Hair dryer"", ""Hot tub"", ""Pool"", ""Kitchen"", ""Iron"", ""First aid kit"", ""Smoke alarm"", ""Shampoo"", ""Washer""]",$200.00,2,365,2,365,2.0,365.0,30,60,70,70,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25249,913257120024211612,Makai Club Resort One Bedroom,468881737,Evan,2022-07-11,You'll have a great time at this comfortable place to stay.,within a day,98%,10%,t,Frydendal,251.0,['phone'],t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Pack \u2019n play/Travel crib"", ""Washer"", ""Essentials"", ""Hot water"", ""TV"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Kitchen"", ""Shampoo"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Iron"", ""Hot tub""]",$200.00,2,365,2,365,2.0,365.0,30,60,77,77,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
